authorLast,authorFirst,bookTitle,pubYear,pageCount,awardYear,awardName,awardAgency,awardType,bookType,bookAudience,language,primaryGenre,charGender,authorCount,linkGR.x,linkLT.x,authorDOB,authorGender,authorAge,authorRace,authorNationality,linkGR.y,linkLT.y,countGR,ratingGR,countLT,ratingLT
Le Guin,Ursula K.,The Birthday of the World and Other Stories,2002,384,1996,Otherwise Award,Award: Otherwise,Juried,Stories,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/68021.The_Birthday_of_the_World_and_Other_Stories,http://www.librarything.com/work/160911/book/145592490,1929,Female,72,White,American,https://www.goodreads.com/book/show/68021.The_Birthday_of_the_World_and_Other_Stories,http://www.librarything.com/work/160911/book/145592490,3968,4.3,1089,4.1499999999999995
Le Guin,Ursula K.,The Left Hand of Darkness,1969,320,1970,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,http://www.librarything.com/work/23117/book/121644001,1929,Female,39,White,American,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,http://www.librarything.com/work/23117/book/121644001,108994,4.07,11541,4.05
Le Guin,Ursula K.,The Left Hand of Darkness,1969,320,1970,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,http://www.librarything.com/work/23117/book/121644001,1929,Female,39,White,American,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,http://www.librarything.com/work/23117/book/121644001,108994,4.07,11541,4.05
Le Guin,Ursula K.,Powers,2007,502,2009,Nebula Award,SFF Writers of America,Popular,Novel,YA,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/68020.Powers,http://www.librarything.com/work/3019114/book/155885015,1929,Female,77,White,American,https://www.goodreads.com/book/show/68020.Powers,http://www.librarything.com/work/3019114/book/155885015,3981,3.99,772,4.06
Leckie,Ann,Ancillary Justice,2013,416,2014,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/17333324-ancillary-justice,http://www.librarything.com/work/14046991/book/141606714,1966,Female,46,White,American,https://www.goodreads.com/book/show/17333324-ancillary-justice,http://www.librarything.com/work/14046991/book/141606714,72734,3.98,3656,3.9899999999999998
Leckie,Ann,Ancillary Justice,2013,416,2014,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/17333324-ancillary-justice,http://www.librarything.com/work/14046991/book/141606714,1966,Female,46,White,American,https://www.goodreads.com/book/show/17333324-ancillary-justice,http://www.librarything.com/work/14046991/book/141606714,72734,3.98,3656,3.9899999999999998
Lee,Fonda,Jade City,2017,498,2018,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/43587154-jade-city,http://www.librarything.com/work/19699944,1979,Female,37,Asian,American,https://www.goodreads.com/book/show/43587154-jade-city,http://www.librarything.com/work/19699944,5953,4.01,395,3.8099999999999996
Lee,Harper,To Kill a Mockingbird,1960,324,1961,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,YA,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,http://www.librarything.com/work/3092/book/11727116,1926,Female,33,White,American,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,http://www.librarything.com/work/3092/book/11727116,4206344,4.27,61717,4.39
Leiber,Fritz,The Wanderer,1964,320,1965,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/218709.The_Wanderer,http://www.librarything.com/work/21364/book/144659036,1910,Male,53,White,American,https://www.goodreads.com/book/show/218709.The_Wanderer,http://www.librarything.com/work/21364/book/144659036,2750,3.46,902,3.25
Leiber,Fritz,Our Lady of Darkness,1977,183,1978,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Horror,Male,Primary,https://www.goodreads.com/book/show/102267.Our_Lady_of_Darkness,http://www.librarything.com/work/48924,1910,Male,66,White,American,https://www.goodreads.com/book/show/102267.Our_Lady_of_Darkness,http://www.librarything.com/work/48924,1685,3.7,420,3.92
Leiber,Fritz,The Big Time,1958,130,1958,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/102281.The_Big_Time,http://www.librarything.com/work/148762/book/144659032,1910,Male,47,White,American,https://www.goodreads.com/book/show/102281.The_Big_Time,http://www.librarything.com/work/148762/book/144659032,2954,3.27,945,3.11
Lewis,Sinclair,Arrowsmith,1925,480,1926,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/11389.Arrowsmith,http://www.librarything.com/work/92837/book/87234488,1885,Male,39,White,American,https://www.goodreads.com/book/show/11389.Arrowsmith,http://www.librarything.com/work/92837/book/87234488,6571,3.82,1673,3.7800000000000002
Link,Kelly,Stranger Things Happen,2001,266,1997,Otherwise Award,Award: Otherwise,Juried,Stories,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/66659.Stranger_Things_Happen,http://www.librarything.com/work/43186/book/145953301,1969,Female,31,White,American,https://www.goodreads.com/book/show/66659.Stranger_Things_Happen,http://www.librarything.com/work/43186/book/145953301,5334,3.83,1484,4.03
Liu,Cixin,The Three-Body Solution,2006,416,2015,Hugo Award,World SF Society,Popular,Novel,Adult,Chinese,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/20518872-the-three-body-problem,http://www.librarything.com/work/14831230/book/140910123,1963,Male,42,Asian,Chinese,https://www.goodreads.com/book/show/20518872-the-three-body-problem,http://www.librarything.com/work/14831230/book/140910123,119223,4.06,3571,3.7600000000000002
Lurie,Alison,Foreign Affairs,1984,292,1985,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/202897.Foreign_Affairs,http://www.librarything.com/work/102472/book/150346380,1926,Female,57,White,American,https://www.goodreads.com/book/show/202897.Foreign_Affairs,http://www.librarything.com/work/102472/book/150346380,9462,3.73,1130,3.64
Lynn,Elizabeth A.,Watchtower,1979,224,1980,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/23461.Watchtower,http://www.librarything.com/work/32690,1946,Female,32,White,American,https://www.goodreads.com/book/show/23461.Watchtower,http://www.librarything.com/work/32690,821,3.57,575,3.3899999999999997
Mailer,Norman,The Executioner's Song,1979,1056,1980,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/12468.The_Executioner_s_Song,http://www.librarything.com/work/104529/book/87275360,1923,Male,55,White,American,https://www.goodreads.com/book/show/12468.The_Executioner_s_Song,http://www.librarything.com/work/104529/book/87275360,17812,4.06,2354,3.98
Malamud,Bernard,The Fixer,1966,335,1967,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/3066.The_Fixer,http://www.librarything.com/work/19733/book/175320018,1914,Male,51,White,American,https://www.goodreads.com/book/show/3066.The_Fixer,http://www.librarything.com/work/19733/book/175320018,9468,3.96,1897,3.9
Marquand,John P.,The Late George Apley,1937,368,1938,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/267418.The_Late_George_Apley,http://www.librarything.com/work/259433/book/175319933,1893,Male,43,White,American,https://www.goodreads.com/book/show/267418.The_Late_George_Apley,http://www.librarything.com/work/259433/book/175319933,2122,3.69,543,3.66
Matheson,Richard,Somewhere in Time,1975,316,1976,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/581126.Somewhere_In_Time,http://www.librarything.com/work/57462,1926,Male,48,White,American,https://www.goodreads.com/book/show/581126.Somewhere_In_Time,http://www.librarything.com/work/57462,6535,3.87,777,3.79
McCammon,Robert R.,Boy's Life,1991,625,1992,World Fantasy Award,World Fantasy Convention,Juried,Novel,YA,English,Horror,Male,Primary,https://www.goodreads.com/book/show/36505403-boy-s-life,http://www.librarything.com/work/27006,1952,Male,38,White,American,https://www.goodreads.com/book/show/36505403-boy-s-life,http://www.librarything.com/work/27006,24620,4.35,1924,4.3
McCarthy,Cormac,The Road,2006,241,2007,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/6288.The_Road,http://www.librarything.com/work/1222607/book/11269746,1933,Male,72,White,American,https://www.goodreads.com/book/show/6288.The_Road,http://www.librarything.com/work/1222607/book/11269746,674920,3.97,27975,4.07
McDevitt,Jack,Seeker,2005,373,2007,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/352777.Seeker,http://www.librarything.com/work/49039/book/155884396,1935,Male,69,White,American,https://www.goodreads.com/book/show/352777.Seeker,http://www.librarything.com/work/49039/book/155884396,6896,3.91,1129,3.74
McHugh,Maureen F.,China Mountain Zhang,1992,313,1992,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/836964.China_Mountain_Zhang,http://www.librarything.com/work/23052/book/141075089,1959,Female,32,White,American,https://www.goodreads.com/book/show/836964.China_Mountain_Zhang,http://www.librarything.com/work/23052/book/141075089,3606,3.94,1087,4.02
McIntyre,Vonda N.,The Moon and the Sun,1997,432,1998,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/263023.The_Moon_and_the_Sun,http://www.librarything.com/work/115962/book/155883935,1948,Female,48,White,American,https://www.goodreads.com/book/show/263023.The_Moon_and_the_Sun,http://www.librarything.com/work/115962/book/155883935,1688,3.63,663,3.4
McIntyre,Vonda N.,Dreamsnake,1978,313,1979,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/263021.Dreamsnake,http://www.librarything.com/work/152972/book/141877792,1948,Female,29,White,American,https://www.goodreads.com/book/show/263021.Dreamsnake,http://www.librarything.com/work/152972/book/141877792,8721,3.86,1509,3.8899999999999997
McIntyre,Vonda N.,Dreamsnake,1978,313,1979,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/263021.Dreamsnake,http://www.librarything.com/work/152972/book/141877792,1948,Female,29,White,American,https://www.goodreads.com/book/show/263021.Dreamsnake,http://www.librarything.com/work/152972/book/141877792,8721,3.86,1509,3.8899999999999997
McKillip,Patricia A.,The Forgotten Beasts of Eld,1974,343,1975,World Fantasy Award,World Fantasy Convention,Juried,Novel,YA,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/81069.The_Forgotten_Beasts_of_Eld,http://www.librarything.com/work/31686,1948,Female,25,White,American,https://www.goodreads.com/book/show/81069.The_Forgotten_Beasts_of_Eld,http://www.librarything.com/work/31686,12898,4.09,2230,4.04
McKillip,Patricia A.,Ombria in Shadow,2002,298,2003,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/781124.Ombria_in_Shadow,http://www.librarything.com/work/60104,1948,Female,53,White,American,https://www.goodreads.com/book/show/781124.Ombria_in_Shadow,http://www.librarything.com/work/60104,4424,3.99,986,4.06
McLemore,Anna-Marie,When the Moon was Ours,2016,288,2016,Otherwise Award,Award: Otherwise,Juried,Novel,YA,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/28220826-when-the-moon-was-ours,http://www.librarything.com/work/16935668/book/153527767,NA,Female,NA,Hispanic,American,https://www.goodreads.com/book/show/28220826-when-the-moon-was-ours,http://www.librarything.com/work/16935668/book/153527767,6401,3.93,445,3.8499999999999996
McMurtry,Larry,Lonesome Dove,1985,945,1986,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Western,Mixed,Primary,https://www.goodreads.com/book/show/256008.Lonesome_Dove,http://www.librarything.com/work/4392/book/11727903,1936,Male,48,White,American,https://www.goodreads.com/book/show/256008.Lonesome_Dove,http://www.librarything.com/work/4392/book/11727903,138455,4.49,6359,4.54
McPherson,James Alan,Elbow Room,1977,288,1978,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Stories,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/538059.Elbow_Room,http://www.librarything.com/work/83768/book/175320051,1943,Male,33,Black,American,https://www.goodreads.com/book/show/538059.Elbow_Room,http://www.librarything.com/work/83768/book/175320051,1558,3.7,251,3.1
Michener,James A.,Tales of the South Pacific,1947,384,1948,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Stories,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/133488.Tales_of_the_South_Pacific,http://www.librarything.com/work/147414/book/87236756,1907,Male,39,White,American,https://www.goodreads.com/book/show/133488.Tales_of_the_South_Pacific,http://www.librarything.com/work/147414/book/87236756,13864,4.04,1429,3.67
Mieville,China,The City and the City,2009,352,2010,Hugo Award,World SF Society,Popular,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/4703581-the-city-the-city,http://www.librarything.com/work/7702396/book/87236557,1972,Male,36,White,English,https://www.goodreads.com/book/show/4703581-the-city-the-city,http://www.librarything.com/work/7702396/book/87236557,48639,3.92,4799,3.98
Mieville,China,The City and the City,2009,352,2010,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/4703581-the-city-the-city,http://www.librarything.com/work/7702396/book/87236557,1972,Male,36,White,English,https://www.goodreads.com/book/show/4703581-the-city-the-city,http://www.librarything.com/work/7702396/book/87236557,48639,3.92,4799,3.98
Miller,Caroline,Lamb in His Bosom,1933,357,1934,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/267478.Lamb_in_His_Bosom,http://www.librarything.com/work/145682/book/175319918,1903,Female,29,White,American,https://www.goodreads.com/book/show/267478.Lamb_in_His_Bosom,http://www.librarything.com/work/145682/book/175319918,1445,3.83,197,3.8299999999999996
"Miller, Jr.",Walter M.,A Canticle for Leibowitz,1959,352,1961,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,http://www.librarything.com/work/48053/book/24524031,1923,Male,35,White,American,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,http://www.librarything.com/work/48053/book/24524031,85973,3.98,9230,3.9499999999999997
Millhauser,Steven,Martin Dressler: The Tale of an American Dreamer,1996,306,1997,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/40856825-martin-dressler,http://www.librarything.com/work/7303/book/175320169,1943,Male,52,White,American,https://www.goodreads.com/book/show/40856825-martin-dressler,http://www.librarything.com/work/7303/book/175320169,9081,3.57,1423,3.57
Mitchell,David,The Bone Clocks,2014,624,2015,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/20819685-the-bone-clocks,http://www.librarything.com/work/14603110,1969,Male,44,White,English,https://www.goodreads.com/book/show/20819685-the-bone-clocks,http://www.librarything.com/work/14603110,79605,3.83,3528,3.82
Mitchell,Margaret,Gone with the Wind,1936,1037,1937,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Romance,Mixed,Primary,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,http://www.librarything.com/work/34878/book/24524116,1900,Female,35,White,American,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,http://www.librarything.com/work/34878/book/24524116,1032885,4.29,18951,4.3
Momaday,N. Scott,House Made of Dawn,1968,198,1969,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/110996.House_Made_of_Dawn,http://www.librarything.com/work/53716/book/175320020,1934,Male,33,Native American,American,https://www.goodreads.com/book/show/110996.House_Made_of_Dawn,http://www.librarything.com/work/53716/book/175320020,6380,3.67,1418,3.5
Moon,Elizabeth,The Speed of Dark,2002,384,2004,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/96063.The_Speed_of_Dark,http://www.librarything.com/work/15604/book/155884222,1945,Female,56,White,American,https://www.goodreads.com/book/show/96063.The_Speed_of_Dark,http://www.librarything.com/work/15604/book/155884222,9756,4,1936,4
Moorcock,Michael,Gloriana,1978,496,1979,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/30095.Gloriana,http://www.librarything.com/work/5111,1939,Male,38,White,English,https://www.goodreads.com/book/show/30095.Gloriana,http://www.librarything.com/work/5111,2036,3.65,956,3.64
Morrison,Toni,Beloved,1987,324,1988,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/6149.Beloved,http://www.librarything.com/work/2182/book/25964445,1931,Female,55,Black,American,https://www.goodreads.com/book/show/6149.Beloved,http://www.librarything.com/work/2182/book/25964445,300256,3.83,17643,3.88
Morrow,James K.,Only Begotten Daughter,1990,312,1991,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/184003.Only_Begotten_Daughter,http://www.librarything.com/work/48911,1947,Male,42,White,American,https://www.goodreads.com/book/show/184003.Only_Begotten_Daughter,http://www.librarything.com/work/48911,1623,3.88,768,3.77
Morrow,James K.,Towing Jehovah,1994,371,1995,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/218572.Towing_Jehovah,http://www.librarything.com/work/23130,1947,Male,46,White,American,https://www.goodreads.com/book/show/218572.Towing_Jehovah,http://www.librarything.com/work/23130,2549,3.89,1030,3.79
Murakami,Haruki,Kafka on the Shore,2002,467,2006,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,Japanese,Fantasy,Male,Primary,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,http://www.librarything.com/work/5819,1949,Male,52,Asian,Japanese,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,http://www.librarything.com/work/5819,274708,4.14,14459,4.07
Murphy,Pat,The Falling Woman,1986,287,1988,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/593791.The_Falling_Woman,http://www.librarything.com/work/94151/book/141075685,1955,Female,30,White,American,https://www.goodreads.com/book/show/593791.The_Falling_Woman,http://www.librarything.com/work/94151/book/141075685,1623,3.62,552,3.71
Ness,Patrick,The Knife of Never Letting Go,2008,512,2008,Otherwise Award,Award: Otherwise,Juried,Novel,YA,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,http://www.librarything.com/work/5400850/book/112333409,1971,Male,36,White,English,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,http://www.librarything.com/work/5400850/book/112333409,143681,3.98,4792,4.03
Nguyen,Viet Thanh,The Sympathizer,2015,371,2016,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/23168277-the-sympathizer,http://www.librarything.com/work/15254537/book/175320229,1971,Male,43,Asian,Vietnamese,https://www.goodreads.com/book/show/23168277-the-sympathizer,http://www.librarything.com/work/15254537/book/175320229,63192,4,2000,3.8899999999999997
Niven,Larry,Ringworld,1970,352,1971,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/61179.Ringworld,http://www.librarything.com/work/6899/book/56008158,1938,Male,31,White,American,https://www.goodreads.com/book/show/61179.Ringworld,http://www.librarything.com/work/6899/book/56008158,98722,3.96,8018,3.79
Niven,Larry,Ringworld,1970,352,1971,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/61179.Ringworld,http://www.librarything.com/work/6899/book/56008158,1938,Male,31,White,American,https://www.goodreads.com/book/show/61179.Ringworld,http://www.librarything.com/work/6899/book/56008158,98722,3.96,8018,3.79
North,Claire,The Sudden Appearance of Hope,2016,468,2017,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/25746699-the-sudden-appearance-of-hope,http://www.librarything.com/work/16346121,1986,Female,29,White,English,https://www.goodreads.com/book/show/25746699-the-sudden-appearance-of-hope,http://www.librarything.com/work/16346121,8404,3.64,387,3.65
Novik,Naomi,Uprooted,2015,464,2016,Nebula Award,SFF Writers of America,Popular,Novel,YA,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/22544764-uprooted,http://www.librarything.com/work/15087064/book/155885191,1973,Female,41,White,American,https://www.goodreads.com/book/show/22544764-uprooted,http://www.librarything.com/work/15087064/book/155885191,144091,4.09,3587,4.159999999999999
O'Connor,Edwin,The Edge of Sadness,1961,646,1962,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/87202.The_Edge_of_Sadness,http://www.librarything.com/work/160158/book/175320000,1918,Male,42,White,American,https://www.goodreads.com/book/show/87202.The_Edge_of_Sadness,http://www.librarything.com/work/160158/book/175320000,2191,3.87,337,3.8699999999999997
Okorafor,Nnedi,Who Fears Death,2010,386,2011,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/7767021-who-fears-death,http://www.librarything.com/work/9412503,1974,Female,35,Black,Nigerian,https://www.goodreads.com/book/show/7767021-who-fears-death,http://www.librarything.com/work/9412503,16234,3.96,1343,3.82
Panshin,Alexei,Rite of Passage,1968,260,1969,Nebula Award,SFF Writers of America,Popular,Novel,YA,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/229021.Rite_of_Passage,http://www.librarything.com/work/49006/book/155877382,1940,Male,27,White,American,https://www.goodreads.com/book/show/229021.Rite_of_Passage,http://www.librarything.com/work/49006/book/155877382,3180,3.86,837,3.79
Peterkin,Julia,Scarlet Sister Mary,1928,376,1929,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/102855.Scarlet_Sister_Mary,http://www.librarything.com/work/299738/book/175319887,1880,Female,47,White,American,https://www.goodreads.com/book/show/102855.Scarlet_Sister_Mary,http://www.librarything.com/work/299738/book/175319887,1062,3.6,160,3.3899999999999997
Pohl,Frederik,Man Plus,1976,272,1977,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/367215.Man_Plus,http://www.librarything.com/work/20890/book/142302657,1919,Male,56,White,American,https://www.goodreads.com/book/show/367215.Man_Plus,http://www.librarything.com/work/20890/book/142302657,7397,3.74,1207,3.4699999999999998
Pohl,Frederik,Gateway,1977,288,1978,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/218427.Gateway,http://www.librarything.com/work/17643/book/141261184,1919,Male,57,White,American,https://www.goodreads.com/book/show/218427.Gateway,http://www.librarything.com/work/17643/book/141261184,37729,4.07,3714,3.9499999999999997
Pohl,Frederik,Gateway,1977,288,1978,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/218427.Gateway,http://www.librarything.com/work/17643/book/141261184,1919,Male,57,White,American,https://www.goodreads.com/book/show/218427.Gateway,http://www.librarything.com/work/17643/book/141261184,37729,4.07,3714,3.9499999999999997
Polk,C.L.,Witchmark,2018,318,2019,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/36187110-witchmark,http://www.librarything.com/work/20930458,NA,Female,NA,White,American,https://www.goodreads.com/book/show/36187110-witchmark,http://www.librarything.com/work/20930458,5539,3.89,371,3.8499999999999996
Pollack,Rachel,Godmother Night,1996,355,1997,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/1460598.Godmother_Night,http://www.librarything.com/work/308844,1945,Female,50,White,American,https://www.goodreads.com/book/show/1460598.Godmother_Night,http://www.librarything.com/work/308844,247,3.85,135,3.5
Poole,Ernest,His Family,1917,336,1918,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/543095.His_Family,http://www.librarything.com/work/882845/book/175319844,1880,Male,36,White,American,https://www.goodreads.com/book/show/543095.His_Family,http://www.librarything.com/work/882845/book/175319844,1758,3.63,172,3.77
Porter,Katherine Anne,The Collected Stories of Katherine Anne Porter,1965,495,1966,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Stories,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/129671.The_Collected_Stories_of_Katherine_Anne_Porter,http://www.librarything.com/work/73687/book/175320007,1890,Female,74,White,American,https://www.goodreads.com/book/show/129671.The_Collected_Stories_of_Katherine_Anne_Porter,http://www.librarything.com/work/73687/book/175320007,5875,3.98,898,3.77
Powers,Richard,The Overstory,2018,502,2019,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/40180098-the-overstory,http://www.librarything.com/work/20296983/book/159193305,1957,Male,60,White,American,https://www.goodreads.com/book/show/40180098-the-overstory,http://www.librarything.com/work/20296983/book/159193305,42333,4.18,1614,4.1499999999999995
Powers,Tim,Last Call,1992,544,1993,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/209690.Last_Call,http://www.librarything.com/work/1699077,1952,Male,39,White,American,https://www.goodreads.com/book/show/209690.Last_Call,http://www.librarything.com/work/1699077,5813,4.07,1607,4.09
Powers,Tim,Declare,2001,608,2001,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/190554.Declare,http://www.librarything.com/work/48309,1952,Male,48,White,American,https://www.goodreads.com/book/show/190554.Declare,http://www.librarything.com/work/48309,4789,4.03,1269,4.07
Priest,Christopher,The Prestige,1995,360,1996,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/239239.The_Prestige,http://www.librarything.com/work/18416,1943,Male,51,White,English,https://www.goodreads.com/book/show/239239.The_Prestige,http://www.librarything.com/work/18416,16697,3.89,2954,3.8
Proulx,Annie,The Shipping News,1993,337,1994,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/7354.The_Shipping_News,http://www.librarything.com/work/3049/book/52372956,1935,Female,57,White,American,https://www.goodreads.com/book/show/7354.The_Shipping_News,http://www.librarything.com/work/3049/book/52372956,126175,3.86,11741,3.86
