authorLast,authorFirst,bookTitle,pubYear,pageCount,listName,listRank,bookType,bookAudience,language,primaryGenre,charGender,authorCount,linkGR,linkLT,authorDOB,authorGender,authorAge,authorRace,authorNationality,countGR,ratingGR,countLT,ratingLT
Rand,Ayn,We the Living,1936,464,Modern Library Readers,8,Novel,Adult,English,NA,Male,NA,https://www.goodreads.com/book/show/668.We_the_Living,http://www.librarything.com/work/3046898/book/24568059,1905,Female,30,White,Russian,25020,3.91,3528,3.8099999999999996
Reed,Ishmael,Yellow Back Radio Broke-Down,1969,177,American Book Review,86,Novel,Adult,English,Western,Male,Primary,https://www.goodreads.com/book/show/43017.Yellow_Back_Radio_Broke_Down,http://www.librarything.com/work/113866/book/56644861,1938,Male,30,Black,American,532,3.83,193,3.77
Rhys,Jean,Wide Sargasso Sea,1966,192,Modern Library Board,94,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/25622780-wide-sargasso-sea,http://www.librarything.com/work/27239/book/87207123,1890,Female,75,White,Dominican,56878,3.58,6416,3.57
Robbins,Tom,Skinny Legs and All,1990,432,American Book Review,70,Novel,Adult,English,Mystery,Mixed,Primary,https://www.goodreads.com/book/show/9370.Skinny_Legs_and_All,http://www.librarything.com/work/6522/book/24568080,1932,Male,57,White,American,39141,4.04,3928,4.04
Roth,Philip,Portnoy's Complaint,1969,289,Modern Library Board,52,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/43945.Portnoy_s_Complaint,http://www.librarything.com/work/7733/book/11269864,1933,Male,35,White,American,51974,3.7,6143,3.62
Rushdie,Salman,Midnight's Children,1981,533,Modern Library Board,90,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/14836.Midnight_s_Children,http://www.librarything.com/work/2118/book/64293889,1947,Male,33,Asian,Indian,97837,3.98,11338,4.06
Rushdie,Salman,Midnight's Children,1981,533,American Book Review,41,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/14836.Midnight_s_Children,http://www.librarything.com/work/2118/book/64293889,1947,Male,33,Asian,Indian,97837,3.98,11338,4.06
Rushdie,Salman,The Satanic Verses,1988,576,Modern Library Readers,100,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/12781.The_Satanic_Verses,http://www.librarything.com/work/12601/book/24568005,1947,Male,40,Asian,Indian,50186,3.71,9652,3.75
Salinger,J.D.,The Catcher in the Rye,1951,277,Modern Library Readers,19,Novel,YA,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,http://www.librarything.com/work/4053418/book/11729863,1919,Male,31,White,American,2493943,3.8,57362,3.82
Salinger,J.D.,The Catcher in the Rye,1951,277,Modern Library Board,64,Novel,YA,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,http://www.librarything.com/work/4053418/book/11729863,1919,Male,31,White,American,2493943,3.8,57362,3.82
Salinger,J.D.,The Catcher in the Rye,1951,277,American Book Review,60,Novel,YA,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,http://www.librarything.com/work/4053418/book/11729863,1919,Male,31,White,American,2493943,3.8,57362,3.82
Schaefer,Jack,Shane,1949,157,Modern Library Readers,26,Novel,Adult,English,Western,Male,Primary,https://www.goodreads.com/book/show/257837.Shane,http://www.librarything.com/work/34120/book/11729869,1907,Male,41,White,American,9248,3.85,1325,3.86
Shute,Nevil,A Town Like Alice,1950,288,Modern Library Readers,17,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/107301.A_Town_Like_Alice,http://www.librarything.com/work/51791/book/87274698,1899,Male,50,White,English,46854,4.14,3011,4.06
Shute,Nevil,On the Beach,1957,288,Modern Library Readers,56,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/38180.On_the_Beach,http://www.librarything.com/work/3677552/book/24580447,1899,Male,57,White,English,32671,3.93,3945,3.8699999999999997
Shute,Nevil,Trustee from the Toolroom,1960,304,Modern Library Readers,27,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/107300.Trustee_from_the_Toolroom,http://www.librarything.com/work/19194/book/157045820,1899,Male,60,White,English,3087,4.23,721,4.21
Sorrentino,Gilbert,Mulligan Stew,1979,445,American Book Review,94,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/155159.Mulligan_Stew,http://www.librarything.com/work/128712/book/51513415,1929,Male,49,White,American,440,3.86,307,4.08
Spark,Muriel,The Prime of Miss Jean Brodie,1961,150,Modern Library Board,76,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/517188.The_Prime_of_Miss_Jean_Brodie,http://www.librarything.com/work/26164/book/87206906,1918,Female,42,White,Scottish,39132,3.75,4149,3.75
Spillane,Mickey,One Lonely Night,1951,158,Modern Library Readers,46,Novel,Adult,English,Mystery,Male,Primary,https://www.goodreads.com/book/show/224740.One_Lonely_Night,http://www.librarything.com/work/433480/book/157045832,1918,Male,32,White,American,633,3.62,194,3.15
Stegner,Wallace,Angle of Repose,1971,569,Modern Library Board,82,Novel,Adult,English,Western,Male,Primary,https://www.goodreads.com/book/show/292408.Angle_of_Repose,http://www.librarything.com/work/16878/book/87207822,1909,Male,61,White,American,48630,4.27,4471,4.2700000000000005
Steinbeck,John,The Grapes of Wrath,1939,479,Modern Library Board,10,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,http://www.librarything.com/work/8488/book/24581077,1902,Male,36,White,American,687787,3.96,27001,4.14
Steinbeck,John,The Grapes of Wrath,1939,479,Modern Library Readers,22,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,http://www.librarything.com/work/8488/book/24581077,1902,Male,36,White,American,687787,3.96,27001,4.14
Steinbeck,John,The Grapes of Wrath,1939,479,American Book Review,34,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,http://www.librarything.com/work/8488/book/24581077,1902,Male,36,White,American,687787,3.96,27001,4.14
Sturgeon,Theodore,More than Human,1953,192,American Book Review,93,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/541024.More_Than_Human,http://www.librarything.com/work/20911/book/51819696,1918,Male,34,White,American,14096,3.97,2404,3.88
Styron,William,Sophie's Choice,1979,576,Modern Library Board,96,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/228560.Sophie_s_Choice,http://www.librarything.com/work/7326/book/87207038,1925,Male,53,White,American,78625,4.19,4944,4.1499999999999995
Sukenick,Ronald,UP,1968,330,American Book Review,85,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/709796.Up,http://www.librarything.com/work/2943754/book/51197255,1932,Male,35,White,American,58,3.72,32,2.75
Theroux,Alexander,Darconville's Cat,1981,728,American Book Review,84,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/en/book/show/193408,http://www.librarything.com/work/64030/book/64294278,1939,Male,41,White,American,410,4.29,314,4.42
Tolkien,J.R.R.,The Fellowship of the Ring,1954,398,Modern Library Readers,4,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,http://www.librarything.com/work/3203347/book/109383045,1892,Male,61,White,English,2158676,4.36,40248,4.37
Tolkien,J.R.R.,The Lord of the Rings,1955,1209,Modern Library Readers,4,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,http://www.librarything.com/work/1386651/book/11730789,1892,Male,62,White,English,515041,4.49,41028,4.53
Tolkien,J.R.R.,The Return of the King,1955,490,Modern Library Readers,4,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/18512.The_Return_of_the_King,http://www.librarything.com/work/3203356/book/109383052,1892,Male,62,White,English,610594,4.52,34743,4.46
Tolkien,J.R.R.,The Two Towers,1954,322,Modern Library Readers,4,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/15241.The_Two_Towers,http://www.librarything.com/work/3203350/book/109383050,1892,Male,61,White,English,640545,4.44,35896,4.39
Toomer,Jean,Cane,1923,144,American Book Review,64,Novel,Adult,English,Experimental,Mixed,Primary,https://www.goodreads.com/book/show/765172.Cane,http://www.librarything.com/work/9096647/book/64301196,1894,Male,28,Black,American,7680,3.88,1069,3.77
Vollmann,William T.,The Rifles,1994,432,American Book Review,26,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/45684.The_Rifles,http://www.librarything.com/work/168437/book/64293743,1959,Male,34,White,American,421,4.04,238,4
Vollmann,William T.,You Bright and Risen Angels,1987,656,American Book Review,88,Novel,Adult,English,Experimental,Mixed,Primary,https://www.goodreads.com/book/show/45633.You_Bright_and_Risen_Angels,http://www.librarything.com/work/150323/book/37498518,1959,Male,27,White,American,871,4.08,337,3.94
Vonnegut,Kurt,Slaughterhouse-Five,1969,285,American Book Review,54,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,http://www.librarything.com/work/816613/book/11730826,1922,Male,46,White,American,1043856,4.07,35633,4.109999999999999
